"","rules","support","confidence","lift","count"
"79209","{param_C=small,param_coef0=small,param_epsilon=big} => {mean_train_neg_mean_absolute_error=medium}",0.064,0.666666666666667,2.03252032520325,8
"84442","{param_C=big,param_coef0=small,param_epsilon=small} => {mean_test_r2=big}",0.072,0.75,2.23214285714286,9
"85304","{param_C=small,param_coef0=big,param_epsilon=big} => {mean_fit_time=small}",0.096,0.666666666666667,1.98412698412698,12
"85370","{param_C=big,param_coef0=small,param_epsilon=big} => {mean_fit_time=small}",0.088,0.611111111111111,1.81878306878307,11
"86198","{param_C=small,param_coef0=big,param_epsilon=big} => {std_fit_time=small}",0.096,0.666666666666667,1.98412698412698,12
"86264","{param_C=big,param_coef0=small,param_epsilon=big} => {std_fit_time=small}",0.088,0.611111111111111,1.81878306878307,11
"87647","{param_C=big,param_coef0=big,param_epsilon=big} => {std_score_time=small}",0.136,0.62962962962963,1.87389770723104,17
"89755","{param_C=small,param_coef0=big,param_epsilon=small} => {mean_score_time=big}",0.064,0.666666666666667,1.98412698412698,8
"89759","{param_C=big,param_coef0=small,param_epsilon=small} => {mean_score_time=big}",0.064,0.666666666666667,1.98412698412698,8
"89801","{param_C=big,param_coef0=big,param_epsilon=small} => {mean_score_time=big}",0.096,0.666666666666667,1.98412698412698,12
"91529","{param_C=small,param_coef0=big,param_epsilon=small} => {std_score_time=big}",0.088,0.916666666666667,2.7281746031746,11
"91534","{param_C=big,param_coef0=small,param_epsilon=small} => {std_score_time=big}",0.08,0.833333333333333,2.48015873015873,10
"91548","{param_C=big,param_coef0=big,param_epsilon=small} => {std_score_time=big}",0.088,0.611111111111111,1.81878306878307,11
"92899","{param_C=small,param_coef0=big,param_epsilon=small} => {mean_fit_time=big}",0.064,0.666666666666667,1.98412698412698,8
"92905","{param_C=big,param_coef0=small,param_epsilon=small} => {mean_fit_time=big}",0.072,0.75,2.23214285714286,9
"92949","{param_C=big,param_coef0=big,param_epsilon=small} => {mean_fit_time=big}",0.112,0.777777777777778,2.31481481481481,14
"94066","{param_C=big,param_coef0=small,param_epsilon=small} => {std_test_neg_mean_absolute_error=small}",0.064,0.666666666666667,1.98412698412698,8
"95038","{param_C=big,param_coef0=small,param_epsilon=small} => {std_test_neg_mean_squared_error=small}",0.064,0.666666666666667,1.98412698412698,8
"95732","{param_C=big,param_coef0=small,param_epsilon=small} => {std_train_r2=small}",0.064,0.666666666666667,1.98412698412698,8
"96183","{param_C=small,param_coef0=small,param_epsilon=small} => {std_fit_time=big}",0.056,0.875,2.60416666666667,7
"96188","{param_C=small,param_coef0=big,param_epsilon=small} => {std_fit_time=big}",0.064,0.666666666666667,1.98412698412698,8
"96236","{param_C=big,param_coef0=big,param_epsilon=small} => {std_fit_time=big}",0.104,0.722222222222222,2.1494708994709,13
"96591","{param_C=small,param_coef0=big,param_epsilon=small} => {std_train_neg_mean_absolute_error=big}",0.08,0.833333333333333,2.48015873015873,10
