,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_C,param_coef0,param_epsilon,param_kernel,params,split0_test_neg_mean_absolute_error,split1_test_neg_mean_absolute_error,split2_test_neg_mean_absolute_error,split3_test_neg_mean_absolute_error,split4_test_neg_mean_absolute_error,mean_test_neg_mean_absolute_error,std_test_neg_mean_absolute_error,rank_test_neg_mean_absolute_error,split0_train_neg_mean_absolute_error,split1_train_neg_mean_absolute_error,split2_train_neg_mean_absolute_error,split3_train_neg_mean_absolute_error,split4_train_neg_mean_absolute_error,mean_train_neg_mean_absolute_error,std_train_neg_mean_absolute_error,split0_test_neg_mean_squared_error,split1_test_neg_mean_squared_error,split2_test_neg_mean_squared_error,split3_test_neg_mean_squared_error,split4_test_neg_mean_squared_error,mean_test_neg_mean_squared_error,std_test_neg_mean_squared_error,rank_test_neg_mean_squared_error,split0_train_neg_mean_squared_error,split1_train_neg_mean_squared_error,split2_train_neg_mean_squared_error,split3_train_neg_mean_squared_error,split4_train_neg_mean_squared_error,mean_train_neg_mean_squared_error,std_train_neg_mean_squared_error,split0_test_r2,split1_test_r2,split2_test_r2,split3_test_r2,split4_test_r2,mean_test_r2,std_test_r2,rank_test_r2,split0_train_r2,split1_train_r2,split2_train_r2,split3_train_r2,split4_train_r2,mean_train_r2,std_train_r2
0,2.391050910949707,0.05896475977350757,0.21174402236938478,0.00517799063514206,0.01,-100.0,0.01,sigmoid,"{'C': 0.01, 'coef0': -100.0, 'epsilon': 0.01, 'kernel': 'sigmoid'}",-0.7898047089088753,-0.8171236788618342,-0.8200680453547459,-0.7946588338441397,-0.7902417621557455,-0.8023794058250682,0.01338158573476133,50,-0.8053537464906236,-0.7985613060779201,-0.7978233015544285,-0.8041402537305022,-0.8052457013745733,-0.8022248618456096,0.0033280471905951167,-0.9689117694465179,-1.0252055950047483,-1.0356893547393902,-0.994378700080178,-0.9779191309130985,-1.0004209100367865,0.026053053971962736,37,-1.008108481428015,-0.9946187435148823,-0.9911448321730264,-1.0017389144610027,-1.006024462317726,-1.0003270867789305,0.006510029655640317,-0.0005913285302390214,-0.0012622689361478923,-2.7175234024179318e-05,-0.0003429642500845098,-0.00020767726078307902,-0.0004862828422557364,0.00042944850664629124,43,-0.0002093087173482555,-0.000625087212234865,-0.00011102380170391335,-0.00024940308171217396,-0.00046155670345648936,-0.00033127590329113944,0.00018621939413963632
1,2.138311338424683,0.051833785992021125,0.19379067420959473,0.007118931419178894,0.01,-100.0,0.1,sigmoid,"{'C': 0.01, 'coef0': -100.0, 'epsilon': 0.1, 'kernel': 'sigmoid'}",-0.7898047089088753,-0.8171786009198004,-0.820009409645667,-0.7946516695322144,-0.790237755925772,-0.8023764289864659,0.0133797887792111,38,-0.8053537998858141,-0.7985591418940398,-0.797826160125329,-0.8041429937247441,-0.8052451954310796,-0.8022254582122013,0.003328001680942486,-0.968907178948968,-1.0253091300542043,-1.0356747854173012,-0.9945265630367309,-0.9778872135761517,-1.000460974206671,0.026068667971740088,51,-1.00810569872279,-0.9946911415855164,-0.9911814592066328,-1.0018673909382017,-1.0059755092430653,-1.0003642399392412,0.006483571502456034,-0.0005865879416870889,-0.0013633859599313514,-1.3107581453342121e-05,-0.0004917140857849667,-0.0001750324699791861,-0.000525965607767187,0.00046739672713852243,53,-0.00020654781639284359,-0.0006979224832517339,-0.00014798217437550498,-0.0003776885239299421,-0.00041287431936454233,-0.00036860306346291337,0.00019257686763768424
2,0.8055026531219482,0.006811874341127095,0.06822414398193359,0.004595675298523441,0.01,-100.0,1.0,sigmoid,"{'C': 0.01, 'coef0': -100.0, 'epsilon': 1.0, 'kernel': 'sigmoid'}",-0.7898359547660103,-0.8165427698867888,-0.820311885382625,-0.7947023655048874,-0.7902475395156173,-0.8023281030111857,0.013308785349779449,17,-0.8053731589241874,-0.7986965871472916,-0.7978298903385312,-0.8041627735476166,-0.8053488764053274,-0.8022822572725907,0.0033218900929655993,-0.9685932941854821,-1.0242096022111322,-1.0357917662084442,-0.9941320411252349,-0.97773931595697,-1.0000932039374528,0.02601332004266513,19,-1.0079402496975274,-0.9940357731210646,-0.991053887220168,-1.001538828872367,-1.0055664587144797,-1.0000270395251214,0.0065115636007155205,-0.00026244039553735554,-0.0002895372136144658,-0.0001260603404906746,-9.482583951059276e-05,-2.3763996464420956e-05,-0.00015932555712350194,0.00010122397969388041,19,-4.23951897317032e-05,-3.8596353340913936e-05,-1.9256133689582455e-05,-4.961500548916753e-05,-6.085673632805211e-06,-3.118967117683446e-05,1.607815624339255e-05
3,0.003990459442138672,0.001092494041324227,0.0015968799591064454,0.0004847993890095106,0.01,-100.0,10.0,sigmoid,"{'C': 0.01, 'coef0': -100.0, 'epsilon': 10.0, 'kernel': 'sigmoid'}",-0.7994314145102375,-0.8212161727317184,-0.8333327572968952,-0.8032806759728441,-0.7993944083295845,-0.811331085768256,0.013643196374216782,61,-0.8141960892546897,-0.8087498996993194,-0.8067406139612116,-0.813233773889038,-0.8136447828250425,-0.8113130319258601,0.0029971648056268175,-0.9849454793721341,-1.0401872319073395,-1.0599355116854088,-1.012063915153922,-0.996859587399649,-1.0187983451036906,0.027649336728591233,61,-1.0270161609793236,-1.0132057228455222,-1.0106369188685664,-1.0202365520338765,-1.0227386571388888,-1.0187668023732355,0.006049930959428847,-0.0171492769643935,-0.015894014832342318,-0.02343845751674012,-0.018134254901063684,-0.01957982101972866,-0.018839165046853658,0.002597252098839249,61,-0.01896883454404774,-0.019324310341700457,-0.019779441724408597,-0.018719536041101437,-0.01708332883343111,-0.018775090296937868,0.0009179372969291256
4,0.007976770401000977,0.003780889441649453,0.001394796371459961,0.00048644092041977234,0.01,-100.0,100.0,sigmoid,"{'C': 0.01, 'coef0': -100.0, 'epsilon': 100.0, 'kernel': 'sigmoid'}",-0.7994314145102377,-0.8212161727317185,-0.8333327572968948,-0.8032806759728447,-0.7993944083295847,-0.8113310857682562,0.013643196374216548,86,-0.81419608925469,-0.8087498996993198,-0.8067406139612111,-0.8132337738890384,-0.8136447828250427,-0.8113130319258606,0.0029971648056270517,-0.9849454793721348,-1.0401872319073402,-1.0599355116854081,-1.0120639151539228,-0.9968595873996495,-1.018798345103691,0.027649336728590816,86,-1.0270161609793245,-1.0132057228455231,-1.0106369188685658,-1.0202365520338774,-1.0227386571388895,-1.0187668023732361,0.006049930959429235,-0.01714927696439439,-0.015894014832342984,-0.023438457516739453,-0.018134254901064573,-0.019579821019729327,-0.018839165046854144,0.0025972520988387362,86,-0.018968834544048407,-0.019324310341701345,-0.01977944172440793,-0.018719536041102325,-0.017083328833431777,-0.018775090296938357,0.000917937296928858
5,4.695486402511596,0.0797900349914536,0.7435603141784668,0.013450173446325656,0.01,-10.0,0.01,sigmoid,"{'C': 0.01, 'coef0': -10.0, 'epsilon': 0.01, 'kernel': 'sigmoid'}",-0.7898043620839306,-0.8171233263938524,-0.8200744262817414,-0.7946583913918981,-0.7902414063665396,-0.8023803825035924,0.013383375939987521,60,-0.805353391614475,-0.7985609473845722,-0.7978226954551845,-0.8041398991398924,-0.8052453513450726,-0.8022244569878394,0.003328115396339957,-0.9689108609541845,-1.0252046679858662,-1.0356903578147583,-0.9943793786764231,-0.9779181934819353,-1.0004206917826335,0.02605349938537119,36,-1.008107538583066,-0.9946177878386119,-0.9911400763336614,-1.0017393581476626,-1.0060235302380154,-1.0003256582282034,0.006511169693466567,-0.0005903903338217997,-0.0012613635674749712,-2.8143770219202224e-05,-0.00034364691653676616,-0.00020671846386788317,-0.0004860526103841245,0.0004289477575809368,36,-0.00020837326019074176,-0.0006241257647880971,-0.00010622493959822066,-0.0002498461086428705,-0.0004606297777671742,-0.00032983997019742084,0.00018701174513817854
6,4.383229541778564,0.14460473713407654,0.6898026943206788,0.004601222523794287,0.01,-10.0,0.1,sigmoid,"{'C': 0.01, 'coef0': -10.0, 'epsilon': 0.1, 'kernel': 'sigmoid'}",-0.7898043637265085,-0.8171794452065637,-0.8200072151462718,-0.7946518554691824,-0.79023740153047,-0.8023760562157992,0.01337950490588095,36,-0.8053534542738047,-0.7985587427465177,-0.7978259248733376,-0.8041417257058864,-0.8052448464529827,-0.8022249388105058,0.00332787741284125,-0.9689056219036452,-1.0253104407593947,-1.0356734283675255,-0.9945047632019495,-0.9778862790280898,-1.000456106652121,0.026070083883357492,49,-1.0081043649542838,-0.994691764505356,-0.9911817812751202,-1.0018481262958143,-1.0059745801049587,-1.0003601234271067,0.006482002941695333,-0.0005849799871784356,-0.0013646660540502786,-1.1797259349854983e-05,-0.00046978349601700664,-0.00017407662187607365,-0.0005210606836943299,0.00046864319535406515,49,-0.00020522449881332783,-0.0006985491648046072,-0.0001483071563903593,-0.00035845252663535554,-0.000411950319013199,-0.00036449673313136975,0.00019286522759073604
7,1.4764551639556884,0.0180588459020422,0.24485979080200196,0.023164716355126652,0.01,-10.0,1.0,sigmoid,"{'C': 0.01, 'coef0': -10.0, 'epsilon': 1.0, 'kernel': 'sigmoid'}",-0.7898357408639086,-0.8165430316608561,-0.8203131722812784,-0.7947021498312696,-0.7902481452234904,-0.8023284479721606,0.013309143974303952,28,-0.8053729377454394,-0.7986961127534212,-0.7978298354137039,-0.8041625527530504,-0.8053503177629092,-0.8022823512857048,0.0033222072460642412,-0.9685927009351885,-1.0242096544688795,-1.0357919736926307,-0.9941314415690288,-0.9777399213082166,-1.0000931383947889,0.026013453797918508,18,-1.0079396355428019,-0.9940353887991183,-0.9910529662194828,-1.0015382295365411,-1.0055652529826185,-1.0000262946161125,0.006511505918501035,-0.0002618277483199538,-0.00028958825089997475,-0.00012626068031629245,-9.422268717784732e-05,-2.4383144761275233e-05,-0.00015925650229506872,0.0001010110579636749,18,-4.178584730007984e-05,-3.820971053580813e-05,-1.8326801357826383e-05,-4.901656083089456e-05,-4.886608977905382e-06,-3.0445105800502857e-05,1.6333343251139562e-05
8,0.004781150817871093,0.0007422917563229194,0.0015961170196533204,0.000488636201686934,0.01,-10.0,10.0,sigmoid,"{'C': 0.01, 'coef0': -10.0, 'epsilon': 10.0, 'kernel': 'sigmoid'}",-0.7994314145102375,-0.8212161727317184,-0.8333327572968952,-0.8032806759728441,-0.7993944083295845,-0.811331085768256,0.013643196374216782,61,-0.8141960892546897,-0.8087498996993194,-0.8067406139612116,-0.813233773889038,-0.8136447828250425,-0.8113130319258601,0.0029971648056268175,-0.9849454793721341,-1.0401872319073395,-1.0599355116854088,-1.012063915153922,-0.996859587399649,-1.0187983451036906,0.027649336728591233,61,-1.0270161609793236,-1.0132057228455222,-1.0106369188685664,-1.0202365520338765,-1.0227386571388888,-1.0187668023732355,0.006049930959428847,-0.0171492769643935,-0.015894014832342318,-0.02343845751674012,-0.018134254901063684,-0.01957982101972866,-0.018839165046853658,0.002597252098839249,61,-0.01896883454404774,-0.019324310341700457,-0.019779441724408597,-0.018719536041101437,-0.01708332883343111,-0.018775090296937868,0.0009179372969291256
9,0.013072538375854491,0.008419601534004919,0.0023900985717773436,0.0010151547448987895,0.01,-10.0,100.0,sigmoid,"{'C': 0.01, 'coef0': -10.0, 'epsilon': 100.0, 'kernel': 'sigmoid'}",-0.7994314145102377,-0.8212161727317185,-0.8333327572968948,-0.8032806759728447,-0.7993944083295847,-0.8113310857682562,0.013643196374216548,86,-0.81419608925469,-0.8087498996993198,-0.8067406139612111,-0.8132337738890384,-0.8136447828250427,-0.8113130319258606,0.0029971648056270517,-0.9849454793721348,-1.0401872319073402,-1.0599355116854081,-1.0120639151539228,-0.9968595873996495,-1.018798345103691,0.027649336728590816,86,-1.0270161609793245,-1.0132057228455231,-1.0106369188685658,-1.0202365520338774,-1.0227386571388895,-1.0187668023732361,0.006049930959429235,-0.01714927696439439,-0.015894014832342984,-0.023438457516739453,-0.018134254901064573,-0.019579821019729327,-0.018839165046854144,0.0025972520988387362,86,-0.018968834544048407,-0.019324310341701345,-0.01977944172440793,-0.018719536041102325,-0.017083328833431777,-0.018775090296938357,0.000917937296928858
