,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_C,param_coef0,param_degree,param_epsilon,param_kernel,params,split0_test_neg_mean_absolute_error,split1_test_neg_mean_absolute_error,split2_test_neg_mean_absolute_error,split3_test_neg_mean_absolute_error,split4_test_neg_mean_absolute_error,mean_test_neg_mean_absolute_error,std_test_neg_mean_absolute_error,rank_test_neg_mean_absolute_error,split0_train_neg_mean_absolute_error,split1_train_neg_mean_absolute_error,split2_train_neg_mean_absolute_error,split3_train_neg_mean_absolute_error,split4_train_neg_mean_absolute_error,mean_train_neg_mean_absolute_error,std_train_neg_mean_absolute_error,split0_test_neg_mean_squared_error,split1_test_neg_mean_squared_error,split2_test_neg_mean_squared_error,split3_test_neg_mean_squared_error,split4_test_neg_mean_squared_error,mean_test_neg_mean_squared_error,std_test_neg_mean_squared_error,rank_test_neg_mean_squared_error,split0_train_neg_mean_squared_error,split1_train_neg_mean_squared_error,split2_train_neg_mean_squared_error,split3_train_neg_mean_squared_error,split4_train_neg_mean_squared_error,mean_train_neg_mean_squared_error,std_train_neg_mean_squared_error,split0_test_r2,split1_test_r2,split2_test_r2,split3_test_r2,split4_test_r2,mean_test_r2,std_test_r2,rank_test_r2,split0_train_r2,split1_train_r2,split2_train_r2,split3_train_r2,split4_train_r2,mean_train_r2,std_train_r2
191,0.002933979034423828,0.0004228031485227926,0.0013431549072265626,9.603867339137516e-05,1.0,-10.0,4,100.0,poly,"{'C': 1.0, 'coef0': -10.0, 'degree': 4, 'epsilon': 100.0, 'kernel': 'poly'}",-0.7994314145102377,-0.8212161727317185,-0.8333327572968949,-0.8032806759728447,-0.7993944083295847,-0.8113310857682562,0.013643196374216585,164,-0.81419608925469,-0.8087498996993198,-0.8067406139612111,-0.8132337738890384,-0.8136447828250427,-0.8113130319258606,0.0029971648056270517,-0.9849454793721348,-1.0401872319073402,-1.0599355116854081,-1.0120639151539228,-0.9968595873996495,-1.018798345103691,0.027649336728590816,161,-1.0270161609793245,-1.0132057228455231,-1.0106369188685655,-1.0202365520338774,-1.0227386571388895,-1.0187668023732361,0.006049930959429295,-0.01714927696439439,-0.015894014832342984,-0.023438457516739453,-0.018134254901064573,-0.019579821019729327,-0.018839165046854144,0.0025972520988387362,161,-0.018968834544048407,-0.019324310341701345,-0.01977944172440793,-0.018719536041102325,-0.017083328833431777,-0.018775090296938357,0.000917937296928858
192,3.6581310749053957,0.4002193774194907,0.13965234756469727,0.0479815255485192,1.0,-10.0,5,0.1,poly,"{'C': 1.0, 'coef0': -10.0, 'degree': 5, 'epsilon': 0.1, 'kernel': 'poly'}",-20238467.48633554,-20641670.11957486,-20929370.664320394,-20091607.33282541,-20597628.851976715,-20499748.89100658,299714.69564389955,285,-20519914.43296772,-20557137.750927504,-20479794.848110273,-20576545.47620111,-20313506.550389852,-20489379.81171929,93962.36487352266,-744971499201917.1,-743682004974449.8,-778211439251498.1,-726179482273587.0,-754420872342381.4,-749493059608766.8,17010375776453.832,286,-747418400597619.8,-758233062541439.0,-748805021900586.2,-753832514472813.1,-736657291257931.2,-748989258154077.8,7259256095609.304,-769329102617278.8,-726313566074765.2,-751415068396937.5,-730535092733360.0,-771615489000675.5,-749841663764603.4,18882004165193.035,286,-741561900883334.4,-762811910875047.8,-755578935359990.5,-752711621501422.9,-732583876410849.6,-749049649006129.0,10701677566676.857
193,3.698428153991699,0.41749395015879937,0.160986328125,0.04774866745651963,1.0,-10.0,5,1.0,poly,"{'C': 1.0, 'coef0': -10.0, 'degree': 5, 'epsilon': 1.0, 'kernel': 'poly'}",-20238483.22410398,-20641670.11338334,-20929370.631337762,-20091607.314523757,-20597628.856959824,-20499752.028061733,299711.9470317642,286,-20519913.579163708,-20557137.751002748,-20479794.848242857,-20576545.476355955,-20313506.550596304,-20489379.641072314,93962.30934217715,-744965446359956.9,-743682002928522.0,-778211435057516.2,-726179482472910.2,-754420873312303.8,-749491848026241.8,17010696454371.238,285,-747420305269395.8,-758233063130046.0,-748805022132015.4,-753832514593163.6,-736657291111592.6,-748989639247242.6,7259173917815.15,-769322851871473.6,-726313564076619.4,-751415064347368.2,-730535092933878.8,-771615489992704.2,-749840412644408.8,18880714670814.938,285,-741563790630792.5,-762811911467209.2,-755578935593513.1,-752711621621594.5,-732583876265320.2,-749050027115686.0,10701413380268.926
194,0.0023973464965820314,0.00030577590913632665,0.001389455795288086,0.00033278374057573167,1.0,-10.0,5,10.0,poly,"{'C': 1.0, 'coef0': -10.0, 'degree': 5, 'epsilon': 10.0, 'kernel': 'poly'}",-0.7994314145102375,-0.8212161727317184,-0.8333327572968952,-0.8032806759728441,-0.7993944083295845,-0.811331085768256,0.013643196374216782,84,-0.8141960892546897,-0.8087498996993194,-0.8067406139612116,-0.813233773889038,-0.8136447828250425,-0.8113130319258601,0.0029971648056268175,-0.9849454793721341,-1.0401872319073395,-1.0599355116854088,-1.012063915153922,-0.996859587399649,-1.0187983451036906,0.027649336728591233,81,-1.0270161609793236,-1.0132057228455222,-1.0106369188685664,-1.0202365520338765,-1.0227386571388888,-1.0187668023732355,0.006049930959428847,-0.0171492769643935,-0.015894014832342318,-0.02343845751674012,-0.018134254901063684,-0.01957982101972866,-0.018839165046853658,0.002597252098839249,81,-0.01896883454404774,-0.019324310341700457,-0.019779441724408597,-0.018719536041101437,-0.01708332883343111,-0.018775090296937868,0.0009179372969291256
195,0.002913093566894531,0.00033728996755250215,0.0016522884368896484,0.00030076994289037287,1.0,-10.0,5,100.0,poly,"{'C': 1.0, 'coef0': -10.0, 'degree': 5, 'epsilon': 100.0, 'kernel': 'poly'}",-0.7994314145102377,-0.8212161727317185,-0.8333327572968949,-0.8032806759728447,-0.7993944083295847,-0.8113310857682562,0.013643196374216585,164,-0.81419608925469,-0.8087498996993198,-0.8067406139612111,-0.8132337738890384,-0.8136447828250427,-0.8113130319258606,0.0029971648056270517,-0.9849454793721348,-1.0401872319073402,-1.0599355116854081,-1.0120639151539228,-0.9968595873996495,-1.018798345103691,0.027649336728590816,161,-1.0270161609793245,-1.0132057228455231,-1.0106369188685655,-1.0202365520338774,-1.0227386571388895,-1.0187668023732361,0.006049930959429295,-0.01714927696439439,-0.015894014832342984,-0.023438457516739453,-0.018134254901064573,-0.019579821019729327,-0.018839165046854144,0.0025972520988387362,161,-0.018968834544048407,-0.019324310341701345,-0.01977944172440793,-0.018719536041102325,-0.017083328833431777,-0.018775090296938357,0.000917937296928858
196,2.4250322341918946,0.028111124488693746,0.19648194313049316,0.0019752328645561167,1.0,-10.0,6,0.1,poly,"{'C': 1.0, 'coef0': -10.0, 'degree': 6, 'epsilon': 0.1, 'kernel': 'poly'}",-1666409298.674057,-1690941330.9303653,-1701783056.7575512,-1675543079.4312463,-1684828325.424527,-1683901018.2435496,12214815.573231084,300,-1703708170.5545492,-1700835520.6372135,-1698193576.0298316,-1693600899.2663813,-1691324588.8526194,-1697532551.068119,4549319.042993711,-3.7859613841733294e+18,-3.8387000590804357e+18,-3.882015925134172e+18,-3.777963632483461e+18,-3.8225856570929833e+18,-3.821445331592876e+18,3.772954133507559e+16,300,-3.883782091106574e+18,-3.8930723712187725e+18,-3.8747412537762683e+18,-3.8545527379643935e+18,-3.842728698530395e+18,-3.8697754305192806e+18,1.8584130150653436e+16,-3.909747255230628e+18,-3.7490485319702154e+18,-3.7483453914637164e+18,-3.8006237851261256e+18,-3.9097093004422646e+18,-3.8234948528465905e+18,7.29180222826751e+16,300,-3.8533501821667855e+18,-3.9165820133330703e+18,-3.9097933182830587e+18,-3.84882130427205e+18,-3.821479973621738e+18,-3.8700053583353405e+18,3.6968469129635096e+16
197,2.4322832107543944,0.052774340573088746,0.19767289161682128,0.002775480402083343,1.0,-10.0,6,1.0,poly,"{'C': 1.0, 'coef0': -10.0, 'degree': 6, 'epsilon': 1.0, 'kernel': 'poly'}",-1666409298.674057,-1690941330.9303653,-1701783056.7575512,-1675543079.4312463,-1684828325.424527,-1683901018.2435496,12214815.573231084,300,-1703708170.5545492,-1700835520.6372135,-1698193576.0298316,-1693600899.2663813,-1691324588.8526194,-1697532551.068119,4549319.042993711,-3.7859613841733294e+18,-3.8387000590804357e+18,-3.882015925134172e+18,-3.777963632483461e+18,-3.8225856570929833e+18,-3.821445331592876e+18,3.772954133507559e+16,300,-3.883782091106574e+18,-3.8930723712187725e+18,-3.8747412537762683e+18,-3.8545527379643935e+18,-3.842728698530395e+18,-3.8697754305192806e+18,1.8584130150653436e+16,-3.909747255230628e+18,-3.7490485319702154e+18,-3.7483453914637164e+18,-3.8006237851261256e+18,-3.9097093004422646e+18,-3.8234948528465905e+18,7.29180222826751e+16,300,-3.8533501821667855e+18,-3.9165820133330703e+18,-3.9097933182830587e+18,-3.84882130427205e+18,-3.821479973621738e+18,-3.8700053583353405e+18,3.6968469129635096e+16
198,0.0025378704071044923,0.00025434659400233486,0.0015777587890625,0.0005097967191782536,1.0,-10.0,6,10.0,poly,"{'C': 1.0, 'coef0': -10.0, 'degree': 6, 'epsilon': 10.0, 'kernel': 'poly'}",-0.7994314145102375,-0.8212161727317184,-0.8333327572968952,-0.8032806759728441,-0.7993944083295845,-0.811331085768256,0.013643196374216782,84,-0.8141960892546897,-0.8087498996993194,-0.8067406139612116,-0.813233773889038,-0.8136447828250425,-0.8113130319258601,0.0029971648056268175,-0.9849454793721341,-1.0401872319073395,-1.0599355116854088,-1.012063915153922,-0.996859587399649,-1.0187983451036906,0.027649336728591233,81,-1.0270161609793236,-1.0132057228455222,-1.0106369188685664,-1.0202365520338765,-1.0227386571388888,-1.0187668023732355,0.006049930959428847,-0.0171492769643935,-0.015894014832342318,-0.02343845751674012,-0.018134254901063684,-0.01957982101972866,-0.018839165046853658,0.002597252098839249,81,-0.01896883454404774,-0.019324310341700457,-0.019779441724408597,-0.018719536041101437,-0.01708332883343111,-0.018775090296937868,0.0009179372969291256
199,0.0035051345825195313,0.0012263602121660388,0.0013951778411865235,0.00019761684027209454,1.0,-10.0,6,100.0,poly,"{'C': 1.0, 'coef0': -10.0, 'degree': 6, 'epsilon': 100.0, 'kernel': 'poly'}",-0.7994314145102377,-0.8212161727317185,-0.8333327572968949,-0.8032806759728447,-0.7993944083295847,-0.8113310857682562,0.013643196374216585,164,-0.81419608925469,-0.8087498996993198,-0.8067406139612111,-0.8132337738890384,-0.8136447828250427,-0.8113130319258606,0.0029971648056270517,-0.9849454793721348,-1.0401872319073402,-1.0599355116854081,-1.0120639151539228,-0.9968595873996495,-1.018798345103691,0.027649336728590816,161,-1.0270161609793245,-1.0132057228455231,-1.0106369188685655,-1.0202365520338774,-1.0227386571388895,-1.0187668023732361,0.006049930959429295,-0.01714927696439439,-0.015894014832342984,-0.023438457516739453,-0.018134254901064573,-0.019579821019729327,-0.018839165046854144,0.0025972520988387362,161,-0.018968834544048407,-0.019324310341701345,-0.01977944172440793,-0.018719536041102325,-0.017083328833431777,-0.018775090296938357,0.000917937296928858
200,2.9815478801727293,0.10401676761126237,0.16998672485351562,0.0025551689595004045,1.0,0,2,0.1,poly,"{'C': 1.0, 'coef0': 0, 'degree': 2, 'epsilon': 0.1, 'kernel': 'poly'}",-0.7869523884739058,-0.8120428042779304,-0.8152044632500778,-0.7938897151454772,-0.7886175769058267,-0.7993413896106436,0.011926200588693033,78,-0.801858273753859,-0.7954482605072252,-0.7946434962073345,-0.7999553312748081,-0.8013166642176132,-0.798644405192168,0.0030136708571791427,-0.9708397485771868,-1.0239277547334855,-1.0380038405275092,-1.0013923241836455,-0.967720659047712,-1.0003768654139078,0.02796545685560416,76,-1.0070275827804425,-0.9983386718953086,-0.9939580441719357,-1.0015799623840005,-0.9960781136935629,-0.99939647498505,0.004576208521315718,-0.0025823449061022075,-1.4272187421005e-05,-0.00226196568950221,-0.007398655934985676,0.010223236230563648,-0.0004068004974894901,0.005834593955646108,76,0.0008631204001515735,-0.004367479645875472,-0.0029496849550210147,-9.068735464512478e-05,0.009429792663058989,0.0005770122215337902,0.004812171962050994
